Mã tài sản,Tên tài sản,Ngày vào sổ,Ngày sử dụng,Đơn vị sử dụng,Số lượng TS con,Số lượng Phụ lục ts,Ghi chú,Tài khoản tài sản,Dự án,Mô hình tài sản,Nguyên giá tài sản,Giá trị Khấu hao ban đầu,Kỳ khấu hao ban đầu,GTCL ban đầu,Giá trị Khấu hao phát sinh,Kỳ khấu hao phát sinh,Giá trị khấu hao còn lại,Kỳ khấu hao còn lại
B.2.ZH.0109,"B.2.ZH.0109 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0110,"B.2.ZH.0110 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0111,"B.2.ZH.0111 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0112,"B.2.ZH.0112 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0113,"B.2.ZH.0113 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0114,"B.2.ZH.0114 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 8,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0115,"B.2.ZH.0115 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0116,"B.2.ZH.0116 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0117,"B.2.ZH.0117 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0118,"B.2.ZH.0118 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0119,"B.2.ZH.0119 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0120,"B.2.ZH.0120 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0121,"B.2.ZH.0121 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0122,"B.2.ZH.0122 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0123,"B.2.ZH.0123 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0124,"B.2.ZH.0124 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0125,"B.2.ZH.0125 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0126,"B.2.ZH.0126 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0127,"B.2.ZH.0127 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng Cơ giới -Cơ khí 1,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0128,"B.2.ZH.0128 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0129,"B.2.ZH.0129 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","94.799.004,00","31,00","39.993.039,00","31.855.497,57","52,00","8.137.541,43","13,00"
B.2.ZH.0130,"B.2.ZH.0130 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","86.575.640,00","31,00","48.216.403,00","38.405.621,25","52,00","9.810.781,75","13,00"
B.2.ZH.0131,"B.2.ZH.0131 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","86.575.640,00","31,00","48.216.403,00","38.405.621,25","52,00","9.810.781,75","13,00"
B.2.ZH.0132,"B.2.ZH.0132 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","86.389.224,00","31,00","48.402.819,00","38.554.106,45","52,00","9.848.712,55","13,00"
B.2.ZH.0133,"B.2.ZH.0133 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","85.643.560,00","31,00","49.148.483,00","39.148.047,25","52,00","10.000.435,75","13,00"
B.2.ZH.0134,"B.2.ZH.0134 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","85.084.310,00","31,00","49.707.733,00","39.593.504,45","52,00","10.114.228,55","13,00"
B.2.ZH.0135,"B.2.ZH.0135 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","84.991.102,00","31,00","49.800.941,00","39.667.747,05","52,00","10.133.193,95","13,00"
B.2.ZH.0136,"B.2.ZH.0136 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","84.897.894,00","31,00","49.894.149,00","39.741.989,65","52,00","10.152.159,35","13,00"
B.2.ZH.0137,"B.2.ZH.0137 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.043,00","84.804.686,00","31,00","49.987.357,00","39.816.232,25","52,00","10.171.124,75","13,00"
B.2.ZH.0138,"B.2.ZH.0138 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-03-08,2021-03-08,Phân xưởng khai thác đào lò 2,"0,00","0,00",,2112,186 - DAĐT CN giá khung thủy lực khu ĐV-Gói thầu số 02: Cung cấp TB  chống giữ lò và các TB phụ trợ,"2112-Máy móc, thiết bị","134.792.042,00","84.618.270,00","31,00","50.173.772,00","39.964.716,66","52,00","10.209.055,34","13,00"
B.2.ZH.0139,"B.2.ZH.0139 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0140,"B.2.ZH.0140 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0141,"B.2.ZH.0141 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0142,"B.2.ZH.0142 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0143,"B.2.ZH.0143 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0144,"B.2.ZH.0144 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0145,"B.2.ZH.0145 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0146,"B.2.ZH.0146 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0147,"B.2.ZH.0147 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0148,"B.2.ZH.0148 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0149,"B.2.ZH.0149 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
B.2.ZH.0150,"B.2.ZH.0150 - Giá khung thủy lực di động mã hiệu ZH1600/16/24F ( kèm phụ kiệt, cột chống )",2021-07-22,2021-07-22,Phân xưởng khai thác đào lò 15,"0,00","0,00",,2112,188 - DAĐTGKTL vỉa 8(43)-TUB-Gói thầu số 3: Cung cấp TB chống giữ lò chợ và các TB phụ trợ vỉa 8(43),"2112-Máy móc, thiết bị","133.159.497,00","81.290.356,00","29,00","51.869.141,00","36.635.546,39","48,00","15.233.594,61","19,00"
